image_file,image_id,image_size,class,embedding_file,embedding_method
./img/64/aluminium_foil/00032.png,32,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00032.npy,raster1
./img/64/aluminium_foil/00033.png,33,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00033.npy,raster1
./img/64/aluminium_foil/00034.png,34,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00034.npy,raster1
./img/64/aluminium_foil/00035.png,35,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00035.npy,raster1
./img/64/aluminium_foil/00036.png,36,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00036.npy,raster1
./img/64/aluminium_foil/00037.png,37,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00037.npy,raster1
./img/64/aluminium_foil/00038.png,38,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00038.npy,raster1
./img/64/aluminium_foil/00039.png,39,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00039.npy,raster1
./img/64/aluminium_foil/00040.png,40,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00040.npy,raster1
./img/64/aluminium_foil/00041.png,41,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00041.npy,raster1
./img/64/aluminium_foil/00042.png,42,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00042.npy,raster1
./img/64/aluminium_foil/00043.png,43,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00043.npy,raster1
./img/64/aluminium_foil/00044.png,44,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00044.npy,raster1
./img/64/aluminium_foil/00045.png,45,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00045.npy,raster1
./img/64/aluminium_foil/00046.png,46,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00046.npy,raster1
./img/64/aluminium_foil/00047.png,47,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00047.npy,raster1
./img/64/aluminium_foil/00048.png,48,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00048.npy,raster1
./img/64/aluminium_foil/00049.png,49,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00049.npy,raster1
./img/64/aluminium_foil/00050.png,50,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00050.npy,raster1
./img/64/aluminium_foil/00051.png,51,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00051.npy,raster1
./img/64/aluminium_foil/00052.png,52,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00052.npy,raster1
./img/64/aluminium_foil/00053.png,53,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00053.npy,raster1
./img/64/aluminium_foil/00054.png,54,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00054.npy,raster1
./img/64/aluminium_foil/00055.png,55,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00055.npy,raster1
./img/64/aluminium_foil/00056.png,56,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00056.npy,raster1
./img/64/aluminium_foil/00057.png,57,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00057.npy,raster1
./img/64/aluminium_foil/00058.png,58,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00058.npy,raster1
./img/64/aluminium_foil/00059.png,59,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00059.npy,raster1
./img/64/aluminium_foil/00060.png,60,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00060.npy,raster1
./img/64/aluminium_foil/00061.png,61,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00061.npy,raster1
./img/64/aluminium_foil/00062.png,62,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00062.npy,raster1
./img/64/aluminium_foil/00063.png,63,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00063.npy,raster1
./img/64/aluminium_foil/00064.png,64,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00064.npy,raster1
./img/64/aluminium_foil/00065.png,65,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00065.npy,raster1
./img/64/aluminium_foil/00066.png,66,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00066.npy,raster1
./img/64/aluminium_foil/00067.png,67,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00067.npy,raster1
./img/64/aluminium_foil/00068.png,68,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00068.npy,raster1
./img/64/aluminium_foil/00069.png,69,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00069.npy,raster1
./img/64/aluminium_foil/00070.png,70,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00070.npy,raster1
./img/64/aluminium_foil/00071.png,71,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00071.npy,raster1
./img/64/aluminium_foil/00072.png,72,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00072.npy,raster1
./img/64/aluminium_foil/00073.png,73,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00073.npy,raster1
./img/64/aluminium_foil/00074.png,74,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00074.npy,raster1
./img/64/aluminium_foil/00075.png,75,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00075.npy,raster1
./img/64/aluminium_foil/00076.png,76,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00076.npy,raster1
./img/64/aluminium_foil/00077.png,77,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00077.npy,raster1
./img/64/aluminium_foil/00078.png,78,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00078.npy,raster1
./img/64/aluminium_foil/00079.png,79,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00079.npy,raster1
./img/64/aluminium_foil/00080.png,80,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00080.npy,raster1
./img/64/aluminium_foil/00081.png,81,"(64, 64)",aluminium_foil,./emb/64/raster1\aluminium_foil\00081.npy,raster1
./img/64/brown_bread/00082.png,82,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00082.npy,raster1
./img/64/brown_bread/00083.png,83,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00083.npy,raster1
./img/64/brown_bread/00084.png,84,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00084.npy,raster1
./img/64/brown_bread/00085.png,85,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00085.npy,raster1
./img/64/brown_bread/00086.png,86,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00086.npy,raster1
./img/64/brown_bread/00087.png,87,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00087.npy,raster1
./img/64/brown_bread/00088.png,88,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00088.npy,raster1
./img/64/brown_bread/00089.png,89,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00089.npy,raster1
./img/64/brown_bread/00090.png,90,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00090.npy,raster1
./img/64/brown_bread/00091.png,91,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00091.npy,raster1
./img/64/brown_bread/00092.png,92,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00092.npy,raster1
./img/64/brown_bread/00093.png,93,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00093.npy,raster1
./img/64/brown_bread/00094.png,94,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00094.npy,raster1
./img/64/brown_bread/00095.png,95,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00095.npy,raster1
./img/64/brown_bread/00096.png,96,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00096.npy,raster1
./img/64/brown_bread/00097.png,97,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00097.npy,raster1
./img/64/brown_bread/00098.png,98,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00098.npy,raster1
./img/64/brown_bread/00099.png,99,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00099.npy,raster1
./img/64/brown_bread/00100.png,100,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00100.npy,raster1
./img/64/brown_bread/00101.png,101,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00101.npy,raster1
./img/64/brown_bread/00102.png,102,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00102.npy,raster1
./img/64/brown_bread/00103.png,103,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00103.npy,raster1
./img/64/brown_bread/00104.png,104,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00104.npy,raster1
./img/64/brown_bread/00105.png,105,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00105.npy,raster1
./img/64/brown_bread/00106.png,106,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00106.npy,raster1
./img/64/brown_bread/00107.png,107,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00107.npy,raster1
./img/64/brown_bread/00108.png,108,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00108.npy,raster1
./img/64/brown_bread/00109.png,109,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00109.npy,raster1
./img/64/brown_bread/00110.png,110,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00110.npy,raster1
./img/64/brown_bread/00111.png,111,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00111.npy,raster1
./img/64/brown_bread/00112.png,112,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00112.npy,raster1
./img/64/brown_bread/00113.png,113,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00113.npy,raster1
./img/64/brown_bread/00114.png,114,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00114.npy,raster1
./img/64/brown_bread/00115.png,115,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00115.npy,raster1
./img/64/brown_bread/00116.png,116,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00116.npy,raster1
./img/64/brown_bread/00117.png,117,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00117.npy,raster1
./img/64/brown_bread/00118.png,118,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00118.npy,raster1
./img/64/brown_bread/00119.png,119,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00119.npy,raster1
./img/64/brown_bread/00120.png,120,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00120.npy,raster1
./img/64/brown_bread/00121.png,121,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00121.npy,raster1
./img/64/brown_bread/00122.png,122,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00122.npy,raster1
./img/64/brown_bread/00123.png,123,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00123.npy,raster1
./img/64/brown_bread/00124.png,124,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00124.npy,raster1
./img/64/brown_bread/00125.png,125,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00125.npy,raster1
./img/64/brown_bread/00126.png,126,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00126.npy,raster1
./img/64/brown_bread/00127.png,127,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00127.npy,raster1
./img/64/brown_bread/00128.png,128,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00128.npy,raster1
./img/64/brown_bread/00129.png,129,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00129.npy,raster1
./img/64/brown_bread/00130.png,130,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00130.npy,raster1
./img/64/brown_bread/00131.png,131,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00131.npy,raster1
./img/64/brown_bread/00132.png,132,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00132.npy,raster1
./img/64/brown_bread/00133.png,133,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00133.npy,raster1
./img/64/brown_bread/00134.png,134,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00134.npy,raster1
./img/64/brown_bread/00135.png,135,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00135.npy,raster1
./img/64/brown_bread/00136.png,136,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00136.npy,raster1
./img/64/brown_bread/00137.png,137,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00137.npy,raster1
./img/64/brown_bread/00138.png,138,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00138.npy,raster1
./img/64/brown_bread/00139.png,139,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00139.npy,raster1
./img/64/brown_bread/00140.png,140,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00140.npy,raster1
./img/64/brown_bread/00141.png,141,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00141.npy,raster1
./img/64/brown_bread/00142.png,142,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00142.npy,raster1
./img/64/brown_bread/00143.png,143,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00143.npy,raster1
./img/64/brown_bread/00144.png,144,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00144.npy,raster1
./img/64/brown_bread/00145.png,145,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00145.npy,raster1
./img/64/brown_bread/00146.png,146,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00146.npy,raster1
./img/64/brown_bread/00147.png,147,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00147.npy,raster1
./img/64/brown_bread/00148.png,148,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00148.npy,raster1
./img/64/brown_bread/00149.png,149,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00149.npy,raster1
./img/64/brown_bread/00150.png,150,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00150.npy,raster1
./img/64/brown_bread/00151.png,151,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00151.npy,raster1
./img/64/brown_bread/00152.png,152,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00152.npy,raster1
./img/64/brown_bread/00153.png,153,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00153.npy,raster1
./img/64/brown_bread/00154.png,154,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00154.npy,raster1
./img/64/brown_bread/00155.png,155,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00155.npy,raster1
./img/64/brown_bread/00156.png,156,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00156.npy,raster1
./img/64/brown_bread/00157.png,157,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00157.npy,raster1
./img/64/brown_bread/00158.png,158,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00158.npy,raster1
./img/64/brown_bread/00159.png,159,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00159.npy,raster1
./img/64/brown_bread/00160.png,160,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00160.npy,raster1
./img/64/brown_bread/00161.png,161,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00161.npy,raster1
./img/64/brown_bread/00162.png,162,"(64, 64)",brown_bread,./emb/64/raster1\brown_bread\00162.npy,raster1
./img/64/corduroy/00163.png,163,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00163.npy,raster1
./img/64/corduroy/00164.png,164,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00164.npy,raster1
./img/64/corduroy/00165.png,165,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00165.npy,raster1
./img/64/corduroy/00166.png,166,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00166.npy,raster1
./img/64/corduroy/00167.png,167,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00167.npy,raster1
./img/64/corduroy/00168.png,168,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00168.npy,raster1
./img/64/corduroy/00169.png,169,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00169.npy,raster1
./img/64/corduroy/00170.png,170,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00170.npy,raster1
./img/64/corduroy/00171.png,171,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00171.npy,raster1
./img/64/corduroy/00172.png,172,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00172.npy,raster1
./img/64/corduroy/00173.png,173,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00173.npy,raster1
./img/64/corduroy/00174.png,174,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00174.npy,raster1
./img/64/corduroy/00175.png,175,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00175.npy,raster1
./img/64/corduroy/00176.png,176,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00176.npy,raster1
./img/64/corduroy/00177.png,177,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00177.npy,raster1
./img/64/corduroy/00178.png,178,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00178.npy,raster1
./img/64/corduroy/00179.png,179,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00179.npy,raster1
./img/64/corduroy/00180.png,180,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00180.npy,raster1
./img/64/corduroy/00181.png,181,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00181.npy,raster1
./img/64/corduroy/00182.png,182,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00182.npy,raster1
./img/64/corduroy/00183.png,183,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00183.npy,raster1
./img/64/corduroy/00184.png,184,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00184.npy,raster1
./img/64/corduroy/00185.png,185,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00185.npy,raster1
./img/64/corduroy/00186.png,186,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00186.npy,raster1
./img/64/corduroy/00187.png,187,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00187.npy,raster1
./img/64/corduroy/00188.png,188,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00188.npy,raster1
./img/64/corduroy/00189.png,189,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00189.npy,raster1
./img/64/corduroy/00190.png,190,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00190.npy,raster1
./img/64/corduroy/00191.png,191,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00191.npy,raster1
./img/64/corduroy/00192.png,192,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00192.npy,raster1
./img/64/corduroy/00193.png,193,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00193.npy,raster1
./img/64/corduroy/00194.png,194,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00194.npy,raster1
./img/64/corduroy/00195.png,195,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00195.npy,raster1
./img/64/corduroy/00196.png,196,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00196.npy,raster1
./img/64/corduroy/00197.png,197,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00197.npy,raster1
./img/64/corduroy/00198.png,198,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00198.npy,raster1
./img/64/corduroy/00199.png,199,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00199.npy,raster1
./img/64/corduroy/00200.png,200,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00200.npy,raster1
./img/64/corduroy/00201.png,201,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00201.npy,raster1
./img/64/corduroy/00202.png,202,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00202.npy,raster1
./img/64/corduroy/00203.png,203,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00203.npy,raster1
./img/64/corduroy/00204.png,204,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00204.npy,raster1
./img/64/corduroy/00205.png,205,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00205.npy,raster1
./img/64/corduroy/00206.png,206,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00206.npy,raster1
./img/64/corduroy/00207.png,207,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00207.npy,raster1
./img/64/corduroy/00208.png,208,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00208.npy,raster1
./img/64/corduroy/00209.png,209,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00209.npy,raster1
./img/64/corduroy/00210.png,210,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00210.npy,raster1
./img/64/corduroy/00211.png,211,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00211.npy,raster1
./img/64/corduroy/00212.png,212,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00212.npy,raster1
./img/64/corduroy/00213.png,213,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00213.npy,raster1
./img/64/corduroy/00214.png,214,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00214.npy,raster1
./img/64/corduroy/00215.png,215,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00215.npy,raster1
./img/64/corduroy/00216.png,216,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00216.npy,raster1
./img/64/corduroy/00217.png,217,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00217.npy,raster1
./img/64/corduroy/00218.png,218,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00218.npy,raster1
./img/64/corduroy/00219.png,219,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00219.npy,raster1
./img/64/corduroy/00220.png,220,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00220.npy,raster1
./img/64/corduroy/00221.png,221,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00221.npy,raster1
./img/64/corduroy/00222.png,222,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00222.npy,raster1
./img/64/corduroy/00223.png,223,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00223.npy,raster1
./img/64/corduroy/00224.png,224,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00224.npy,raster1
./img/64/corduroy/00225.png,225,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00225.npy,raster1
./img/64/corduroy/00226.png,226,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00226.npy,raster1
./img/64/corduroy/00227.png,227,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00227.npy,raster1
./img/64/corduroy/00228.png,228,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00228.npy,raster1
./img/64/corduroy/00229.png,229,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00229.npy,raster1
./img/64/corduroy/00230.png,230,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00230.npy,raster1
./img/64/corduroy/00231.png,231,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00231.npy,raster1
./img/64/corduroy/00232.png,232,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00232.npy,raster1
./img/64/corduroy/00233.png,233,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00233.npy,raster1
./img/64/corduroy/00234.png,234,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00234.npy,raster1
./img/64/corduroy/00235.png,235,"(64, 64)",corduroy,./emb/64/raster1\corduroy\00235.npy,raster1
