image_file,image_id,image_size,class,embedding_file,embedding_method,embedding_dimension,time_delay,ordinal_pattern,ordinal_probability
./img/128/aluminium_foil/00014.png,14,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00014.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24966427 0.13343914 0.13404957 0.13899402 0.13966549 0.20418752]
./img/128/aluminium_foil/00015.png,15,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00015.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25173971 0.13527042 0.13282871 0.13820046 0.13575876 0.20620193]
./img/128/aluminium_foil/00016.png,16,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00016.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26150653 0.13014284 0.12776218 0.13496521 0.1325235  0.21309974]
./img/128/aluminium_foil/00017.png,17,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00017.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.27926993 0.12898303 0.12239043 0.13465999 0.12812843 0.20656818]
./img/128/aluminium_foil/00018.png,18,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00018.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26297155 0.12953241 0.12757905 0.13655231 0.13465999 0.20870468]
./img/128/aluminium_foil/00019.png,19,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00019.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.26095715 0.1305091  0.13343914 0.13789525 0.1408253  0.19637407]
./img/128/aluminium_foil/00020.png,20,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00020.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24734465 0.1358198  0.13350018 0.14131364 0.13899402 0.20302771]
./img/128/aluminium_foil/00021.png,21,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00021.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25112929 0.1300818  0.13069222 0.14198511 0.14265657 0.20345501]
./img/128/aluminium_foil/00022.png,22,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00022.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24423147 0.13716274 0.13496521 0.14222928 0.1399707  0.20144061]
./img/128/aluminium_foil/00023.png,23,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00023.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24020266 0.13771212 0.13502625 0.14375534 0.14106947 0.20223416]
./img/128/aluminium_foil/00024.png,24,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00024.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23562447 0.13966549 0.13441582 0.14528141 0.1399707  0.20504212]
./img/128/aluminium_foil/00025.png,25,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00025.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25399829 0.12995971 0.13246246 0.13850568 0.14094738 0.20412648]
./img/128/aluminium_foil/00026.png,26,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00026.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24777194 0.13734587 0.13386644 0.14094738 0.13746795 0.20260042]
./img/128/aluminium_foil/00027.png,27,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00027.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25003052 0.13453791 0.12977658 0.14515932 0.140398   0.20009767]
./img/128/aluminium_foil/00028.png,28,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00028.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24661214 0.13771212 0.13697961 0.1424124  0.14161885 0.19466488]
./img/128/aluminium_foil/00029.png,29,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00029.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24929801 0.13691857 0.13288976 0.14332804 0.13929923 0.19826639]
./img/128/aluminium_foil/00030.png,30,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00030.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24520816 0.13435478 0.13557563 0.14058113 0.14180198 0.20247833]
./img/128/aluminium_foil/00031.png,31,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00031.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23989745 0.13551459 0.13978757 0.1395434  0.14381638 0.20144061]
./img/128/aluminium_foil/00032.png,32,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00032.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23910389 0.13728482 0.13630814 0.14302283 0.14204615 0.20223416]
./img/128/aluminium_foil/00033.png,33,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00033.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23397632 0.13984861 0.13618606 0.14375534 0.14015383 0.20607984]
./img/128/aluminium_foil/00034.png,34,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00034.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24258332 0.13716274 0.1338054  0.14277866 0.13948236 0.20418752]
./img/128/aluminium_foil/00035.png,35,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00035.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23513613 0.13740691 0.13771212 0.14418264 0.14442681 0.20113539]
./img/128/aluminium_foil/00036.png,36,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00036.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24563545 0.13490416 0.13472104 0.14186302 0.14161885 0.20125748]
./img/128/aluminium_foil/00037.png,37,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00037.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22970333 0.14210719 0.13942132 0.14644122 0.1436943  0.19863265]
./img/128/aluminium_foil/00038.png,38,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00038.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2365401  0.13874985 0.13600293 0.146136   0.14338909 0.19918203]
./img/128/aluminium_foil/00039.png,39,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00039.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24185081 0.13325601 0.13404957 0.14100842 0.14186302 0.20797216]
./img/128/aluminium_foil/00040.png,40,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00040.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24343792 0.13520938 0.13124161 0.14808937 0.14418264 0.19783909]
./img/128/aluminium_foil/00041.png,41,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00041.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22933708 0.14100842 0.1408253  0.14058113 0.140398   0.20785008]
./img/128/aluminium_foil/00042.png,42,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00042.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2386766  0.13588084 0.14009278 0.14021487 0.14442681 0.20070809]
./img/128/aluminium_foil/00043.png,43,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00043.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23776096 0.137529   0.13844463 0.14021487 0.14113051 0.20492003]
./img/128/aluminium_foil/00044.png,44,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00044.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24050787 0.13960444 0.13697961 0.14644122 0.14375534 0.19271151]
./img/128/aluminium_foil/00045.png,45,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00045.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23727262 0.13588084 0.13478208 0.1441216  0.14296179 0.20498108]
./img/128/aluminium_foil/00046.png,46,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00046.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22543035 0.14174094 0.13936027 0.14839458 0.14601392 0.19905994]
./img/128/aluminium_foil/00047.png,47,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00047.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23605176 0.14119155 0.13820046 0.14229032 0.13929923 0.20296667]
./img/128/aluminium_foil/00048.png,48,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00048.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24056892 0.13820046 0.13630814 0.14271762 0.1408253  0.20137956]
./img/128/aluminium_foil/00049.png,49,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00049.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24221707 0.13691857 0.13258454 0.14399951 0.13972653 0.20455378]
./img/128/aluminium_foil/00050.png,50,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00050.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23049689 0.13734587 0.13960444 0.1386888  0.14094738 0.21291662]
./img/128/aluminium_foil/00051.png,51,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00051.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24221707 0.13472104 0.13435478 0.140398   0.14003174 0.20827738]
./img/128/aluminium_foil/00052.png,52,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00052.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22842144 0.13905506 0.13899402 0.14528141 0.14522036 0.20302771]
./img/128/aluminium_foil/00053.png,53,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00053.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22475888 0.14345013 0.14143572 0.14631913 0.14424368 0.19979246]
./img/128/aluminium_foil/00054.png,54,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00054.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2312294  0.14113051 0.14070321 0.14070321 0.14027591 0.20595776]
./img/128/aluminium_foil/00055.png,55,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00055.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22030277 0.14229032 0.1408253  0.15010377 0.14857771 0.19790013]
./img/128/aluminium_foil/00056.png,56,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00056.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23275546 0.14058113 0.13783421 0.1428397  0.14009278 0.20589672]
./img/128/aluminium_foil/00057.png,57,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00057.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23904285 0.13514833 0.13319497 0.14436577 0.14247345 0.20577463]
./img/128/aluminium_foil/00058.png,58,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00058.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22701746 0.14137468 0.13862776 0.14522036 0.14247345 0.20528629]
./img/128/aluminium_foil/00059.png,59,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00059.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23257234 0.14259553 0.137529   0.14576975 0.14076425 0.20076914]
./img/128/aluminium_foil/00060.png,60,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00060.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23293859 0.1391161  0.13795629 0.14393847 0.14271762 0.20333293]
./img/128/aluminium_foil/00061.png,61,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00061.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22384324 0.14027591 0.14351117 0.14247345 0.1457087  0.20418752]
./img/128/aluminium_foil/00062.png,62,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00062.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22616286 0.14302283 0.14247345 0.14735686 0.14674643 0.19423758]
./img/128/aluminium_foil/00063.png,63,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00063.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23769991 0.13789525 0.13398852 0.14094738 0.13704065 0.21242827]
./img/128/aluminium_foil/00064.png,64,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00064.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20833842 0.14760103 0.15016482 0.14747894 0.15004273 0.19637407]
./img/128/aluminium_foil/00065.png,65,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00065.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22481992 0.14161885 0.14210719 0.14381638 0.14430472 0.20333293]
./img/128/aluminium_foil/00066.png,66,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00066.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23000855 0.13850568 0.13874985 0.1428397  0.14308387 0.20681236]
./img/128/aluminium_foil/00067.png,67,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00067.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22182884 0.14607496 0.14094738 0.1465633  0.14137468 0.20321084]
./img/128/aluminium_foil/00068.png,68,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00068.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22481992 0.14204615 0.13929923 0.14760103 0.14485411 0.20137956]
./img/128/aluminium_foil/00069.png,69,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00069.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22597973 0.14314492 0.1424124  0.14259553 0.14180198 0.20406544]
./img/128/aluminium_foil/00070.png,70,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00070.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21944817 0.14381638 0.14235136 0.14619705 0.14479307 0.20339397]
./img/128/aluminium_foil/00071.png,71,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00071.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20955927 0.14876084 0.14967647 0.14900501 0.14992064 0.19307777]
./img/128/aluminium_foil/00072.png,72,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00072.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22158467 0.14271762 0.14064217 0.14186302 0.13984861 0.21334391]
./img/128/aluminium_foil/00073.png,73,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00073.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2073007  0.14961543 0.15108045 0.14760103 0.14912709 0.1952753 ]
./img/128/aluminium_foil/00074.png,74,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00074.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22219509 0.14021487 0.14119155 0.14650226 0.1474179  0.20247833]
./img/128/aluminium_foil/00075.png,75,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00075.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22018069 0.14345013 0.14393847 0.14277866 0.14320596 0.2064461 ]
./img/128/aluminium_foil/00076.png,76,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00076.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21548041 0.14479307 0.14460994 0.14564766 0.14552558 0.20394335]
./img/128/aluminium_foil/00077.png,77,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00077.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2237822  0.14198511 0.14058113 0.14802832 0.14668539 0.19893786]
./img/128/aluminium_foil/00078.png,78,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00078.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22457575 0.14467098 0.13722378 0.14705164 0.13960444 0.2068734 ]
./img/128/aluminium_foil/00079.png,79,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00079.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.21767794 0.14277866 0.14167989 0.14973752 0.14857771 0.19954828]
./img/128/aluminium_foil/00080.png,80,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00080.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.20284459 0.14827249 0.15278965 0.14882188 0.15340007 0.19387132]
./img/128/aluminium_foil/00081.png,81,"(128, 128)",aluminium_foil,./emb/128/hilbert\aluminium_foil\00081.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.22597973 0.13759004 0.13771212 0.1457087  0.14583079 0.20717861]
./img/128/brown_bread/00082.png,82,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00082.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.29300452 0.11280674 0.11628617 0.12214626 0.12568673 0.23006959]
./img/128/brown_bread/00083.png,83,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00083.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.28635087 0.11616408 0.1180564  0.12489318 0.12672445 0.22781101]
./img/128/brown_bread/00084.png,84,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00084.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.28116225 0.11427176 0.11482115 0.12745696 0.12794531 0.23434257]
./img/128/brown_bread/00085.png,85,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00085.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25045782 0.13234037 0.13288976 0.13679648 0.13734587 0.2101697 ]
./img/128/brown_bread/00086.png,86,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00086.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23971432 0.1320962  0.13905506 0.13172995 0.13874985 0.21865462]
./img/128/brown_bread/00087.png,87,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00087.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24740569 0.13258454 0.1316689  0.1333781  0.13246246 0.22250031]
./img/128/brown_bread/00088.png,88,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00088.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.29105115 0.11610304 0.11689659 0.12312294 0.12397754 0.22884874]
./img/128/brown_bread/00089.png,89,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00089.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.29605665 0.11347821 0.11732389 0.12477109 0.12867782 0.21969235]
./img/128/brown_bread/00090.png,90,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00090.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.28714443 0.11512636 0.11512636 0.12312294 0.1230619  0.23641802]
./img/128/brown_bread/00091.png,91,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00091.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24978635 0.12873886 0.13331706 0.13435478 0.13893298 0.21486998]
./img/128/brown_bread/00092.png,92,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00092.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25173971 0.13203516 0.13026492 0.13850568 0.13673544 0.21071908]
./img/128/brown_bread/00093.png,93,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00093.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25027469 0.12873886 0.12818948 0.13411061 0.13356123 0.22512514]
./img/128/brown_bread/00094.png,94,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00094.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24758882 0.13350018 0.13398852 0.13612502 0.13661336 0.2121841 ]
./img/128/brown_bread/00095.png,95,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00095.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2452692  0.13325601 0.13185203 0.13417165 0.13282871 0.22262239]
./img/128/brown_bread/00096.png,96,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00096.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24649005 0.13044805 0.1329508  0.1362471  0.13874985 0.21511415]
./img/128/brown_bread/00097.png,97,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00097.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25039678 0.12983763 0.12849469 0.14058113 0.13923819 0.21145159]
./img/128/brown_bread/00098.png,98,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00098.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25076303 0.13465999 0.13661336 0.13673544 0.1386888  0.20253937]
./img/128/brown_bread/00099.png,99,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00099.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.25076303 0.12898303 0.12782322 0.13881089 0.13759004 0.21602979]
./img/128/brown_bread/00100.png,100,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00100.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24001953 0.13563667 0.13850568 0.13850568 0.14143572 0.20589672]
./img/128/brown_bread/00101.png,101,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00101.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24215602 0.13490416 0.13655231 0.13820046 0.13990966 0.20827738]
./img/128/brown_bread/00102.png,102,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00102.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24789403 0.13557563 0.13350018 0.13740691 0.13527042 0.21035283]
./img/128/brown_bread/00103.png,103,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00103.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24117934 0.13557563 0.13734587 0.13844463 0.14021487 0.20723965]
./img/128/brown_bread/00104.png,104,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00104.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23806617 0.13801734 0.13746795 0.13728482 0.13673544 0.21242827]
./img/128/brown_bread/00105.png,105,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00105.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24447564 0.13588084 0.13081431 0.13862776 0.13356123 0.21664021]
./img/128/brown_bread/00106.png,106,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00106.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23849347 0.13661336 0.13630814 0.14015383 0.13990966 0.20852155]
./img/128/brown_bread/00107.png,107,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00107.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23794408 0.13612502 0.13874985 0.14290074 0.14546453 0.19881577]
./img/128/brown_bread/00108.png,108,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00108.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24624588 0.13148578 0.13459895 0.1320962  0.13514833 0.22042486]
./img/128/brown_bread/00109.png,109,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00109.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23818826 0.13429374 0.13807838 0.14033696 0.1441216  0.20498108]
./img/128/brown_bread/00110.png,110,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00110.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24233915 0.13514833 0.13520938 0.14424368 0.14436577 0.19869369]
./img/128/brown_bread/00111.png,111,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00111.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.24703943 0.13038701 0.13099744 0.13765108 0.13820046 0.21572458]
./img/128/brown_bread/00112.png,112,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00112.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23849347 0.13899402 0.13881089 0.13905506 0.13887193 0.20577463]
./img/128/brown_bread/00113.png,113,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00113.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23837138 0.13441582 0.13502625 0.13789525 0.13850568 0.21578562]
./img/128/brown_bread/00114.png,114,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00114.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.2444146  0.13246246 0.13386644 0.13307288 0.13447686 0.22170675]
./img/128/brown_bread/00115.png,115,"(128, 128)",brown_bread,./emb/128/hilbert\brown_bread\00115.npy,hilbert,3,1,012 021 102 120 201 210 ,[0.23446466 0.14009278 0.13899402 0.13893298 0.13789525 0.20962031]
